Timestamp,Src_IP,Dst_IP,Src_Port,Dst_Port,Protocol,Packet_Size,TTL,Flags,Attack_Type
1743353480.701202,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353480.736755,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353480.767709,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353480.801153,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353480.835099,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353480.868161,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353480.901068,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353480.936606,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353480.96839,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353481.00151,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353481.035599,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353481.0688992,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353481.1025732,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353481.136105,192.168.246.25,80.203.93.114,51413,50000,17,62,64,N/A,Normal
1743353481.169108,192.168.246.25,80.203.93.114,51413,50000,17,62,64,N/A,Normal
1743353481.202395,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353481.2386858,192.168.246.25,145.82.114.92,51413,11905,17,68,64,N/A,Normal
1743353481.26965,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353481.302808,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353481.3360078,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353481.369487,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353481.403241,195.135.213.26,192.168.246.25,63309,51413,17,112,108,N/A,Normal
1743353481.4361029,85.61.178.116,192.168.246.25,24612,51413,17,112,108,N/A,Normal
1743353481.470298,5.189.97.128,192.168.246.25,55370,51413,17,110,110,N/A,Normal
1743353481.502941,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353481.536737,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353481.570614,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353481.6035688,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353481.6378398,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353481.672158,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353481.7060091,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353481.73865,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353481.771926,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353481.8069608,192.168.246.25,181.46.68.24,51413,22581,17,68,64,N/A,Normal
1743353481.840078,192.168.246.25,145.82.114.92,51413,11905,17,68,64,N/A,Normal
1743353481.8743591,192.168.246.25,141.8.30.86,51413,53387,17,68,64,N/A,Normal
1743353481.9075809,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353481.941696,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353481.9748611,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353482.01125,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353482.0450869,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353482.081005,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353482.114698,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353482.2162912,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353482.285356,192.168.246.25,181.46.68.24,51413,22581,17,68,64,N/A,Normal
1743353482.290197,192.168.246.25,145.82.114.92,51413,11905,17,68,64,N/A,Normal
1743353482.2978492,192.168.246.25,80.203.93.114,51413,50000,17,62,64,N/A,Normal
1743353482.30368,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353482.319746,192.168.246.25,20.189.173.2,55379,443,6,78,64,S,Normal
1743353482.348019,69.159.119.197,192.168.246.25,6881,51413,17,91,36,N/A,Normal
1743353482.385406,192.168.246.25,145.82.114.92,51413,11905,17,68,64,N/A,Normal
1743353482.4173388,145.82.114.92,192.168.246.25,11905,51413,17,62,112,N/A,Normal
1743353482.4507651,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353482.48432,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353482.5173671,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353482.5525708,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353482.585103,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353482.617971,192.168.246.25,80.203.93.114,51413,50000,17,62,64,N/A,Normal
1743353482.6500459,145.82.114.92,192.168.246.25,11905,51413,17,62,112,N/A,Normal
1743353482.685867,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353482.7164779,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353482.752463,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353482.784086,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353482.817471,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353482.852957,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353482.885535,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353482.919502,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353482.950787,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353482.985037,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.0196302,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.0514078,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.085147,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.11921,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.153035,192.168.246.25,141.8.30.86,51413,53387,17,68,64,N/A,Normal
1743353483.1847901,192.168.246.25,141.8.30.86,51413,53387,17,68,64,N/A,Normal
1743353483.22141,192.168.246.25,141.8.30.86,51413,53387,17,68,64,N/A,Normal
1743353483.252979,141.8.30.86,192.168.246.25,53387,51413,17,178,112,N/A,Normal
1743353483.285194,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.317805,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.352778,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.38473,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.41923,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.452,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.484471,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.5178182,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.5516999,192.168.246.25,141.8.30.86,51413,53387,17,62,64,N/A,Normal
1743353483.584481,192.168.246.25,141.8.30.86,51413,53387,17,62,64,N/A,Normal
1743353483.61853,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.6524181,197.245.4.214,192.168.246.25,42864,51413,17,122,100,N/A,Normal
1743353483.684642,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353483.719601,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.7527711,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.785954,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.818476,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353483.853057,192.168.246.25,141.8.30.86,51413,53387,17,62,64,N/A,Normal
1743353483.885086,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353483.919242,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353483.951165,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353483.98545,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353484.019211,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353484.051598,192.168.246.25,80.203.93.114,51413,50000,17,62,64,N/A,Normal
1743353484.08673,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353484.120793,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353484.1524842,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353484.185725,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353484.220392,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353484.2517061,192.168.246.25,80.203.93.114,51413,50000,17,62,64,N/A,Normal
1743353484.287035,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353484.317814,192.168.246.25,145.82.114.92,51413,11905,17,62,64,N/A,Normal
1743353484.3531961,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353484.3863611,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353484.4195478,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353484.451426,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353484.486772,77.137.73.66,192.168.246.25,24370,51413,17,590,107,N/A,Normal
1743353484.519221,77.137.73.66,192.168.246.25,24370,51413,17,590,107,N/A,Normal
1743353484.553328,77.137.73.66,192.168.246.25,24370,51413,17,590,107,N/A,Normal
1743353484.5864918,77.137.73.66,192.168.246.25,24370,51413,17,590,107,N/A,Normal
1743353484.6203609,77.137.73.66,192.168.246.25,24370,51413,17,590,107,N/A,Normal
1743353484.651645,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353484.685995,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353484.7203321,77.137.73.66,192.168.246.25,24370,51413,17,590,107,N/A,Normal
1743353484.7509272,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353484.78784,77.137.73.66,192.168.246.25,24370,51413,17,590,107,N/A,Normal
1743353484.8187578,77.137.73.66,192.168.246.25,24370,51413,17,590,107,N/A,Normal
1743353484.906987,77.137.73.66,192.168.246.25,24370,51413,17,590,107,N/A,Normal
1743353484.918614,77.137.73.66,192.168.246.25,24370,51413,17,590,107,N/A,Normal
1743353484.927499,77.137.73.66,192.168.246.25,24370,51413,17,590,107,N/A,Normal
1743353484.9557178,77.137.73.66,192.168.246.25,24370,51413,17,590,107,N/A,Normal
1743353484.987155,77.137.73.66,192.168.246.25,24370,51413,17,78,107,N/A,Normal
1743353485.016463,192.168.246.25,77.137.73.66,51413,24370,17,62,64,N/A,Normal
1743353485.052031,192.168.246.25,77.137.73.66,51413,24370,17,62,64,N/A,Normal
1743353485.085332,181.46.68.24,192.168.246.25,22581,51413,17,160,104,N/A,Normal
1743353485.118931,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353485.152027,198.44.136.252,192.168.246.25,20957,51413,17,62,37,N/A,Normal
1743353485.185606,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353485.221565,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353485.2525,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353485.2855282,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353485.3193212,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353485.352215,192.168.246.25,80.203.93.114,51413,50000,17,62,64,N/A,Normal
1743353485.386354,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353485.4204118,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353485.45156,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353485.485188,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353485.518948,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353485.551584,192.168.246.25,80.203.93.114,51413,50000,17,62,64,N/A,Normal
1743353485.587459,191.254.206.243,192.168.246.25,24253,51413,17,62,106,N/A,Normal
1743353485.620815,191.254.206.243,192.168.246.25,24253,51413,17,80,106,N/A,Normal
1743353485.652904,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353485.685594,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353485.7220302,192.168.246.25,80.203.93.114,51413,50000,17,62,64,N/A,Normal
1743353485.752275,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353485.786005,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353485.821377,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353485.8527591,192.168.246.25,181.46.68.24,51413,22581,17,68,64,N/A,Normal
1743353485.887111,192.168.246.25,77.137.73.66,51413,24370,17,62,64,N/A,Normal
1743353485.921221,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353485.9535282,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353485.986766,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353486.0179589,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353486.053875,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353504.474224,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353504.8913841,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353504.924617,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353504.959557,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353504.9954472,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353505.0274282,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353505.061004,192.168.246.25,181.46.68.24,51413,22581,17,68,64,N/A,Normal
1743353505.096359,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353505.1312919,80.203.93.114,192.168.246.25,50000,51413,17,149,49,N/A,Normal
1743353505.162435,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353505.19475,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353505.227909,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353505.260444,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353505.2941172,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353505.3273,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353505.361582,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353505.3940248,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353505.426847,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353505.463422,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353505.496011,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353505.527615,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353505.560881,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353505.5960371,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353505.683436,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353505.688284,192.168.246.25,80.203.93.114,51413,50000,17,62,64,N/A,Normal
1743353505.696668,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353505.729357,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353505.7623549,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353505.795277,192.168.246.25,80.203.93.114,51413,50000,17,62,64,N/A,Normal
1743353505.835095,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353505.859987,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353505.8964322,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353505.929319,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353505.962804,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353505.9963388,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353506.0293849,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353506.062752,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353506.097014,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353506.1327538,192.168.246.25,80.203.93.114,51413,50000,17,62,64,N/A,Normal
1743353506.164235,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353506.196487,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353506.22981,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353506.2634711,192.168.246.25,80.203.93.114,51413,50000,17,62,64,N/A,Normal
1743353506.298947,192.168.246.25,80.203.93.114,51413,50000,17,62,64,N/A,Normal
1743353506.331848,192.168.246.25,181.46.68.24,51413,22581,17,68,64,N/A,Normal
1743353506.364672,192.168.246.25,191.254.206.243,51413,24253,17,62,64,N/A,Normal
1743353506.397124,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353506.430022,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353506.463377,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353506.49756,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353506.530397,181.46.68.24,192.168.246.25,22581,51413,17,598,104,N/A,Normal
1743353506.564532,192.168.246.25,181.46.68.24,51413,22581,17,68,64,N/A,Normal
1743353506.597634,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353506.63029,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353506.666175,145.82.114.92,192.168.246.25,11905,51413,17,590,112,N/A,Normal
1743353506.6978428,192.168.246.25,145.82.114.92,51413,11905,17,62,64,N/A,Normal
1743353506.732498,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353506.763923,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353506.7991319,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353506.831094,80.203.93.114,192.168.246.25,50000,51413,17,590,49,N/A,Normal
1743353506.8646028,192.168.246.25,80.203.93.114,51413,50000,17,62,64,N/A,Normal
1743353506.896628,192.168.246.25,181.46.68.24,51413,22581,17,68,64,N/A,Normal
1743353506.9314518,20.189.173.2,192.168.246.25,443,55379,6,74,96,SA,Normal
1743353506.9643798,192.168.246.25,20.189.173.2,55379,443,6,54,64,R,Normal
1743353506.996712,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.030845,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.063352,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.09616,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.130055,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.1644108,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.197696,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.232235,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.26309,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.297749,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.3322701,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.3682802,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.396949,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.431925,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.464368,192.168.246.25,141.8.30.86,51413,53387,17,62,64,N/A,Normal
1743353507.497034,192.168.246.25,141.8.30.86,51413,53387,17,62,64,N/A,Normal
1743353507.530122,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.56337,192.168.246.25,141.8.30.86,51413,53387,17,62,64,N/A,Normal
1743353507.5966048,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.630184,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.663381,192.168.246.25,141.8.30.86,51413,53387,17,62,64,N/A,Normal
1743353507.700608,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.731581,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.765329,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.798369,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.8301382,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353507.8659399,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.0116968,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.0182211,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.021865,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.025385,192.168.246.25,141.8.30.86,51413,53387,17,62,64,N/A,Normal
1743353508.048243,192.168.246.25,141.8.30.86,51413,53387,17,68,64,N/A,Normal
1743353508.0667698,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.102297,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.1361642,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.1691468,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.202782,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.235546,192.168.246.25,141.8.30.86,51413,53387,17,62,64,N/A,Normal
1743353508.270365,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.3078249,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.338161,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.3711889,192.168.246.25,141.8.30.86,51413,53387,17,62,64,N/A,Normal
1743353508.4120371,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.442202,141.8.30.86,192.168.246.25,53387,51413,17,120,112,N/A,Normal
1743353508.4782,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.5120919,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.54668,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.580399,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.615982,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.645559,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.681311,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.714509,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.7519019,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.7789462,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.8149388,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.8467252,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.879977,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.913839,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.947514,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353508.9826372,192.168.246.25,141.8.30.86,51413,53387,17,62,64,N/A,Normal
1743353509.014736,141.8.30.86,192.168.246.25,53387,51413,17,590,112,N/A,Normal
1743353509.046967,192.168.246.25,141.8.30.86,51413,53387,17,62,64,N/A,Normal
1743353509.081138,192.168.246.25,141.8.30.86,51413,53387,17,62,64,N/A,Normal
